ac_no,ac_name,district,region,reservation,winner_2021,winner_2026,winner_name_2021,winner_name_2026,margin_2021,margin_2026,margin_pct_2021,margin_pct_2026,roll_2021,roll_2026,turnout_2021,turnout_2026,tmc_votes_2021,tmc_votes_2026,bjp_votes_2021,bjp_votes_2026,other_votes_2021,other_votes_2026,total_votes_2021,total_votes_2026,roll_change_pct,turnout_change_pts,outcome,flipped
266,BARDHAMAN UTTAR,Purba Bardhaman,Rarh Bengal,SC,TMC,TMC,NISITH KUMAR MALIK,Nisith Kumar Malik,17268,6460.0,7.14,2.61,277026,260510.0,87.33,95.17,111211.0,112688.0,93943.0,106228.0,34375.0,25245.0,239529.0,244161.0,-5.96,7.84,Held,Held
267,BHATAR,Purba Bardhaman,Rarh Bengal,GEN,TMC,BJP,ADHIKARI MANGOBINDA,Karfa Soumen,31741,6528.0,14.82,3.04,246694,226841.0,86.82,94.65,108028.0,92292.0,76287.0,98820.0,25507.0,20330.0,209822.0,211442.0,-8.05,7.83,TMC to BJP,Flipped
268,PURBASTHALI DAKSHIN,Purba Bardhaman,Rarh Bengal,GEN,TMC,BJP,SWAPAN DEBNATH,Pran Krishna Tapadar,17410,16662.0,8.08,7.57,248533,232857.0,86.65,94.5,105698.0,94342.0,88288.0,111004.0,19805.0,12787.0,213791.0,218133.0,-6.31,7.85,TMC to BJP,Flipped
269,PURBASTHALI UTTAR,Purba Bardhaman,Rarh Bengal,GEN,TMC,BJP,TAPAN CHATTERJEE,Gopal Chattopadhyay,6706,30226.0,3.16,13.44,252626,239934.0,84.05,93.73,92421.0,81153.0,85715.0,111379.0,32857.0,31160.0,210993.0,223692.0,-5.02,9.68,TMC to BJP,Flipped
270,KATWA,Purba Bardhaman,Rarh Bengal,GEN,TMC,BJP,Rabindranath Chatterjee,Krishna Ghosh,9155,35066.0,4.08,14.64,267738,257343.0,83.84,93.08,107894.0,86954.0,98739.0,122020.0,16046.0,29076.0,222679.0,238050.0,-3.88,9.24,TMC to BJP,Flipped
271,KETUGRAM,Purba Bardhaman,Rarh Bengal,GEN,TMC,BJP,Sekh Sahonawez,Anadi Ghosh,12683,27610.0,5.89,12.6,258310,234702.0,83.36,93.39,100226.0,83494.0,87543.0,111104.0,23928.0,20551.0,211697.0,215149.0,-9.14,10.03,TMC to BJP,Flipped
272,MANGALKOT,Purba Bardhaman,Rarh Bengal,GEN,TMC,BJP,Apurba Chowdhury (Achal),Shishir Ghosh,22337,12723.0,10.28,5.8,251003,232205.0,86.58,94.42,107596.0,91297.0,85259.0,104020.0,20648.0,20507.0,213503.0,215824.0,-7.49,7.84,TMC to BJP,Flipped
273,AUSGRAM,Purba Bardhaman,Rarh Bengal,SC,TMC,BJP,ABHEDANANDA THANDER,Kalita Maji,11815,12535.0,5.44,5.55,246956,236132.0,87.9,95.66,100392.0,95157.0,88577.0,107692.0,24072.0,20612.0,213041.0,223461.0,-4.38,7.76,TMC to BJP,Flipped
274,GALSI,Purba Bardhaman,Rarh Bengal,SC,TMC,BJP,NEPAL GHORUI,Raju Patra,19262,10494.0,8.66,4.52,256642,244138.0,86.71,95.17,109504.0,100146.0,90242.0,110640.0,20538.0,18779.0,220284.0,229565.0,-4.87,8.46,TMC to BJP,Flipped
275,PANDABESWAR,Paschim Bardhaman,Rarh Bengal,GEN,TMC,BJP,NARENDRANATH CHAKRABORTY,Jitendra Kumar Tewari,3803,1398.0,2.31,0.8,211960,188499.0,77.51,92.69,73922.0,79103.0,70119.0,80501.0,17515.0,13819.0,161556.0,173423.0,-11.07,15.18,TMC to BJP,Flipped
276,DURGAPUR PURBA,Paschim Bardhaman,Rarh Bengal,GEN,TMC,BJP,PRADIP MAZUMDAR,Chandra Sekhar Banerjee,3746,30934.0,1.94,14.4,256531,237454.0,75.11,90.46,79303.0,77954.0,75557.0,108888.0,35186.0,25366.0,190046.0,212208.0,-7.44,15.35,TMC to BJP,Flipped
277,DURGAPUR PASCHIM,Paschim Bardhaman,Rarh Bengal,GEN,BJP,BJP,LAKSHMAN CHANDRA GHORUI,Lakshman Chandra Ghorui,14664,37598.0,7.45,17.34,269303,238974.0,73.12,90.71,76522.0,77131.0,91186.0,114729.0,26570.0,21967.0,194278.0,213827.0,-11.26,17.59,Held,Held
278,RANIGANJ,Paschim Bardhaman,Rarh Bengal,GEN,TMC,BJP,TAPAS BANERJEE,Partha Ghosh,3556,17786.0,1.95,9.05,250813,216243.0,72.65,90.86,78164.0,79630.0,74608.0,97416.0,27433.0,16986.0,180205.0,194032.0,-13.78,18.21,TMC to BJP,Flipped
279,JAMURIA,Paschim Bardhaman,Rarh Bengal,GEN,TMC,BJP,HARERAM SINGH,Dr. Bijan Mukherjee,8051,22514.0,4.83,12.4,221419,196678.0,75.29,92.33,71002.0,67636.0,62951.0,90150.0,30397.0,22107.0,164350.0,179893.0,-11.17,17.04,TMC to BJP,Flipped
280,ASANSOL DAKSHIN,Paschim Bardhaman,Rarh Bengal,GEN,BJP,BJP,AGNIMITRA PAUL,Agnimitra Paul,4487,40839.0,2.3,18.93,274245,239405.0,71.01,90.14,83394.0,78743.0,87881.0,119582.0,19996.0,14610.0,191271.0,212935.0,-12.7,19.13,Held,Held
281,ASANSOL UTTAR,Paschim Bardhaman,Rarh Bengal,GEN,TMC,BJP,Ghatak Moloy,Krishnendu Mukherjee,21110,11615.0,10.94,5.52,275796,237089.0,69.95,88.83,100931.0,92901.0,79821.0,104516.0,8807.0,10435.0,189559.0,207852.0,-14.03,18.88,TMC to BJP,Flipped
282,KULTI,Paschim Bardhaman,Rarh Bengal,GEN,BJP,BJP,AJAY KUMAR PODDAR,Ajay Kumar Poddar,679,26498.0,0.39,13.93,251671,210912.0,69.44,90.2,80433.0,77072.0,81112.0,103570.0,9669.0,7058.0,171214.0,187700.0,-16.2,20.76,Held,Held
283,BARABANI,Paschim Bardhaman,Rarh Bengal,GEN,TMC,BJP,BIDHAN UPADHYAY,Arijit Roy,23457,11722.0,13.86,6.33,225596,202090.0,75.0,91.68,88430.0,80055.0,64973.0,91777.0,12765.0,10677.0,166168.0,182509.0,-10.42,16.68,TMC to BJP,Flipped
284,DUBRAJPUR,Birbhum,Rarh Bengal,SC,BJP,BJP,Anup Kumar Saha,Anup Kumar Saha,3863,27647.0,1.89,12.56,241742,231802.0,84.64,94.99,94220.0,89790.0,98083.0,117437.0,9139.0,10479.0,201442.0,217706.0,-4.11,10.35,Held,Held
285,SURI,Birbhum,Rarh Bengal,GEN,TMC,BJP,BIKASH ROYCHOUDHURY,Jagannath Chattopadhyay,7320,28686.0,3.35,12.03,263557,252420.0,82.94,94.49,105871.0,95557.0,98551.0,124243.0,12333.0,16872.0,216755.0,236672.0,-4.23,11.55,TMC to BJP,Flipped
286,BOLPUR,Birbhum,Rarh Bengal,GEN,TMC,TMC,SINHA CHANDRANATH,Chandranath Sinha,22280,13188.0,9.68,5.35,273896,260376.0,84.07,94.61,116443.0,114915.0,94163.0,101727.0,16317.0,26143.0,226923.0,242785.0,-4.94,10.54,Held,Held
287,NANOOR,Birbhum,Rarh Bengal,SC,TMC,TMC,BIDHAN CHANDRA MAJHI,Bidhan Chandra Majhi,6670,8122.0,2.83,3.21,276777,269616.0,85.02,93.88,112116.0,119910.0,105446.0,111788.0,15617.0,19556.0,233179.0,251254.0,-2.59,8.86,Held,Held
288,LABPUR,Birbhum,Rarh Bengal,GEN,TMC,BJP,ABHIJIT SINHA (RANA),Debasis Ojha (haku Da),17975,3550.0,8.48,1.59,240044,235224.0,88.33,94.8,108423.0,102852.0,90448.0,106402.0,10099.0,10603.0,208970.0,219857.0,-2.01,6.47,TMC to BJP,Flipped
289,SAINTHIA,Birbhum,Rarh Bengal,SC,TMC,BJP,NILABATI SAHA,Krishna Kanta Saha,15243,10306.0,6.87,4.27,255959,252442.0,86.68,95.54,110572.0,104748.0,95329.0,115054.0,14223.0,19822.0,220124.0,239624.0,-1.37,8.86,TMC to BJP,Flipped
290,MAYURESWAR,Birbhum,Rarh Bengal,GEN,TMC,BJP,ABHIJIT ROY,Dudh Kumar Mondal,12075,21002.0,6.05,9.84,230682,226302.0,86.45,94.33,100425.0,86054.0,88350.0,107056.0,7847.0,17907.0,196622.0,211017.0,-1.9,7.88,TMC to BJP,Flipped
291,RAMPURHAT,Birbhum,Rarh Bengal,GEN,TMC,BJP,ASISH BANERJEE,Dhruba Saha,8472,24233.0,3.9,10.37,260812,245490.0,83.33,95.21,103276.0,87687.0,94804.0,111920.0,15862.0,30953.0,213942.0,230560.0,-5.87,11.88,TMC to BJP,Flipped
292,HANSAN,Birbhum,Rarh Bengal,GEN,TMC,TMC,Dr. ASOK KUMAR CHATTOPADHYAY,Fayezul Haque (kajal Sk),50613,28298.0,24.03,12.49,248113,237652.0,84.88,95.33,108289.0,103223.0,57676.0,74925.0,42221.0,47254.0,208186.0,225402.0,-4.22,10.45,Held,Held
293,NALHATI,Birbhum,Rarh Bengal,GEN,TMC,TMC,RAJENDRA PRASAD SINGH (RAJU SINGH),Rajendra Prasad Singh(raju Singh),56905,13446.0,27.4,6.04,244837,232063.0,84.83,95.89,117438.0,87744.0,60533.0,74298.0,27825.0,58944.0,205796.0,220986.0,-5.22,11.06,Held,Held
294,MURARAI,Birbhum,Rarh Bengal,GEN,TMC,TMC,DR MOSARRAF HOSSAIN,Dr. Mosarraf Hossain,98246,37705.0,45.08,15.52,263200,252203.0,82.8,96.33,146496.0,96902.0,48250.0,58664.0,21662.0,86207.0,216408.0,241773.0,-4.18,13.53,Held,Held
